movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,title_year,plot_keywords
Alive ,Adventure|Biography|Drama|Thriller,Frank Marshall,Illeana Douglas,Danny Nucci,Michael DeLorenzo,1993,andes mountains|crash|death|starvation|stranded
The Number 23 ,Mystery|Thriller,Joel Schumacher,Logan Lerman,Virginia Madsen,Ed Lauter,2007,destiny|detective|imagination|murder|sex scene
The Young and Prodigious T.S. Spivet ,Action|Adventure|Drama|Family,Jean-Pierre Jeunet,Callum Rennie,Julian Richings,Judy Davis,2013,3 dimensional|cartographer|punctuation in title|smithsonian|train
1941,Action|Comedy|War,Steven Spielberg,Christopher Lee,John Belushi,Treat Williams,1979,california|captain|cult film|pearl harbor|submarine
Dreamer: Inspired by a True Story ,Drama|Family|Sport,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne,2005,colon in title|horse|kentucky|overalls|six word title
A History of Violence ,Crime|Drama|Thriller,David Cronenberg,Viggo Mortensen,Kyle Schmid,William Hurt,2005,bar|crotch shot|female full frontal nudity|female pubic hair|robbery
Transporter 2 ,Action|Crime|Thriller,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine,2005,driver|french|kidnapping|police|sequel
The Quick and the Dead ,Action|Thriller|Western,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,1995,authority figure as villian|gun duel|saved from hanging|showdown|street shootout
Laws of Attraction ,Comedy|Romance,Peter Howitt,Frances Fisher,Mike Doyle,Nora Dunn,2004,date|divorce|divorce lawyer|drinking|lawyer
Bringing Out the Dead ,Drama|Thriller,Martin Scorsese,Nicolas Cage,Marc Anthony,Sonja Sohn,1999,ambulance|ghost|hell|paramedic|rescue
Repo Men ,Action|Crime|Sci-Fi|Thriller,Miguel Sapochnik,Alice Braga,RZA,Yvette Nicole Brown,2010,artificial organ|best friend|enforcer|future|near future
Dragon Wars: D-War ,Action|Drama|Fantasy|Horror|Thriller,Hyung-rae Shim,Robert Forster,Aimee Garcia,Chris Mulkey,2007,antique shop|asian dragon|dragon|korean|reporter
Bogus ,Comedy|Family|Fantasy,Norman Jewison,Haley Joel Osment,Nancy Travis,Andrea Martin,1996,box office flop|circus|imaginary friend|magician|one word title
The Incredible Burt Wonderstone ,Comedy,Don Scardino,Steve Buscemi,Olivia Wilde,Steve Carell,2013,magic|magic kit|magician|stage magician|vegas
Cats Don't Dance ,Animation|Comedy|Family|Fantasy|Musical,Mark Dindal,George Kennedy,Frank Welker,Hal Holbrook,1997,animal|cat|child star|hollywood|star
Cradle Will Rock ,Drama,Tim Robbins,Bill Murray,Vanessa Redgrave,Emily Watson,1999,1930s|depression|play|theatre|union
The Good German ,Drama|Mystery|Thriller,Steven Soderbergh,Tony Curran,Beau Bridges,Leland Orser,2006,american|driver|journalist|russian|secret
George and the Dragon ,Action|Adventure|Comedy|Fantasy|Romance,Tom Reeve,Joan Plowright,Rollo Weeks,Simon Callow,2004,dragon|knight|love|priest|princess
Apocalypse Now ,Drama|War,Francis Ford Coppola,Harrison Ford,Marlon Brando,Robert Duvall,1979,army|green beret|insanity|jungle|vietnam
Going the Distance ,Comedy|Romance,Nanette Burstein,Rob Riggle,Kelli Garner,Jim Gaffigan,2010,bar|job|long distance relationship|male pubic hair|pubic hair
Mr. Holland's Opus ,Drama|Music,Stephen Herek,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly,1995,1990s|high school|high school teacher|teacher inspires students|teaching
Criminal ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Ariel Vromen,Gary Oldman,Jordi Mollà,Doug Cockle,2016,cia|husband wife relationship|memory|tied up while barefoot|violence
Out of Africa ,Biography|Drama|Romance,Sydney Pollack,Meryl Streep,Michael Gough,Michael Kitchen,1985,africa|hunter|love|marriage|plantation
Flight ,Drama|Thriller,Robert Zemeckis,Denzel Washington,Bruce Greenwood,Nadine Velazquez,2012,airline|flight|flight attendant|lawyer|pilot
Moonraker ,Action|Adventure|Sci-Fi|Thriller,Lewis Gilbert,Desmond Llewelyn,Lois Chiles,Lois Maxwell,1979,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747
The Grand Budapest Hotel ,Adventure|Comedy|Crime|Drama,Wes Anderson,Bill Murray,Tom Wilkinson,F. Murray Abraham,2014,first person narration|hotel|lobby boy|mentor protege relationship|painting
Hearts in Atlantis ,Drama|Mystery,Scott Hicks,Anthony Hopkins,Mika Boorem,Hope Davis,2001,based on multiple works|bully|kiss|memory|mysterious stranger
Arachnophobia ,Comedy|Fantasy|Horror|Thriller,Frank Marshall,Julian Sands,Peter Jason,Brian McNamara,1990,arachnophobia|death|doctor|small town|spider
Frequency ,Crime|Drama|Mystery|Sci-Fi|Thriller,Gregory Hoblit,Dennis Quaid,Andre Braugher,Noah Emmerich,2000,altering history|alternate history|amateur radio|ham radio|paranormal phenomena
Ghostbusters ,Action|Comedy|Fantasy|Sci-Fi,Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,2016,ghost|ghostbuster|ghostbusters|male objectification|reboot
Vacation ,Adventure|Comedy,John Francis Daley,Chris Hemsworth,Norman Reedus,Beverly D'Angelo,2015,amusement park|dysfunctional family|road trip|sequel|vacation
Get Shorty ,Comedy|Crime|Thriller,Barry Sonnenfeld,Delroy Lindo,Rene Russo,Jon Gries,1995,debt|loan shark|mobster|movie business|producer
Chicago ,Comedy|Crime|Musical,Rob Marshall,Colm Feore,Chita Rivera,Jayne Eastwood,2002,fame|jail|jazz age|murder|vaudeville
Big Daddy ,Comedy|Drama,Dennis Dugan,Steve Buscemi,Adam Sandler,Joey Lauren Adams,1999,homosexual|law|law school|responsibility|vomiting
American Pie 2 ,Comedy,J.B. Rogers,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,2001,beach|beach house|college|party|student
Toy Story ,Adventure|Animation|Comedy|Family|Fantasy,John Lasseter,Tom Hanks,John Ratzenberger,Jim Varney,1995,claw crane|cowboy|jealousy|rivalry|toy
Speed ,Action|Adventure|Crime|Thriller,Jan de Bont,Keanu Reeves,Alan Ruck,Joe Morton,1994,bomb|bus|elevator|explosive|rescue
The Vow ,Drama|Romance,Michael Sucsy,Channing Tatum,Lucas Bryant,Dillon Casey,2012,car accident|life support|memory loss|trauma|voice recording
Extraordinary Measures ,Drama,Tom Vaughan,Harrison Ford,Brendan Fraser,Alan Ruck,2010,cure|disease|imagination|race against time|venture capital
Remember the Titans ,Biography|Drama|Sport,Boaz Yakin,Ryan Gosling,Denzel Washington,Ethan Suplee,2000,american football|based on true story|head coach|high school|school
The Hunt for Red October ,Action|Adventure|Thriller,John McTiernan,Scott Glenn,Jeffrey Jones,Courtney B. Vance,1990,analyst|defection|navy|soviet submarine|submarine
Lee Daniels' The Butler ,Biography|Drama,Lee Daniels,Alex Pettyfer,David Oyelowo,Vanessa Redgrave,2013,butler|civil rights|hotel|president|white house
Dodgeball: A True Underdog Story ,Comedy|Sport,Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,2004,dodgeball|gym|las vegas|pirate|ups
The Addams Family ,Comedy|Fantasy,Barry Sonnenfeld,Anjelica Huston,Raul Julia,Carel Struycken,1991,accountant|loan shark|macabre|uncle|uncle fester
Ace Ventura: When Nature Calls ,Adventure|Comedy,Steve Oedekerk,Bruce Spence,Bob Gunton,Sophie Okonedo,1995,africa|bat|hawaiian shirt|pregnancy|pregnant
The Princess Diaries ,Comedy|Family|Romance,Garry Marshall,Anne Hathaway,Hector Elizondo,Heather Matarazzo,2001,cinderella story|fish out of water|makeover|manners|princess
The First Wives Club ,Comedy,Hugh Wilson,Stockard Channing,Elizabeth Berkley,Stephen Collins,1996,cult film|female therapist|revenge|revenge motive|therapy session
Se7en ,Crime|Drama|Mystery|Thriller,David Fincher,Morgan Freeman,Brad Pitt,Reg E. Cathey,1995,detective|police partner|serial killer|serial murder|seven deadly sins
District 9 ,Action|Sci-Fi|Thriller,Neill Blomkamp,Sharlto Copley,Jed Brophy,Jason Cope,2009,alien|ghetto|prawn|refugee|refugee camp
The SpongeBob SquarePants Movie ,Adventure|Animation|Comedy|Family|Fantasy,Stephen Hillenburg,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass,2004,based on tv series|crown|dream|king neptune|plankton
Mystic River ,Crime|Drama|Mystery|Thriller,Clint Eastwood,John Doman,Spencer Treat Clark,Tom Guiry,2003,ballistics|detective|friend|gun|sexual abuse
Million Dollar Baby ,Drama|Sport,Clint Eastwood,Clint Eastwood,Morgan Freeman,Mike Colter,2004,boxing|boxing trainer|death|suicide attempt|women boxing
Analyze This ,Comedy|Crime,Harold Ramis,Robert De Niro,Chazz Palminteri,Molly Shannon,1999,analyst|mafia|patient|psychiatrist|wedding
The Notebook ,Drama|Romance,Nick Cassavetes,Ryan Gosling,Kevin Connolly,Gena Rowlands,2004,class differences|letter|nursing home|second chance|summer love
27 Dresses ,Comedy|Romance,Anne Fletcher,Judy Greer,Bern Cohen,Yetta Gottesman,2008,boss|bridesmaid|friend|love|wedding
Hannah Montana: The Movie ,Comedy|Drama|Family|Music|Romance,Peter Chelsom,Emily Osment,Vanessa Williams,Moises Arias,2009,farm|female protagonist|hannah montana|horseback riding|overalls
Rugrats in Paris: The Movie ,Adventure|Animation|Comedy|Family|Romance,Stig Bergqvist,Elizabeth Daily,Casey Kasem,Debbie Reynolds,2000,amusement park|baby|france|paris france|villain
The Prince of Tides ,Drama|Romance,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon,1991,new york|psychiatrist|shrimper|south carolina|twins
Legends of the Fall ,Drama|Romance|War|Western,Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,1994,epic|heart|killing an animal|passion|usa
Up in the Air ,Drama|Romance,Jason Reitman,J.K. Simmons,Anna Kendrick,Chris Lowell,2009,airport|business trip|downsizing|on the road|travel
About Schmidt ,Comedy|Drama,Alexander Payne,Hope Davis,June Squibb,Howard Hesseman,2002,highway travel|on the road|retirement|road movie|wedding
Warm Bodies ,Comedy|Horror|Romance,Jonathan Levine,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,2013,fight|memory|teenager|undead|zombie
Looper ,Action|Crime|Drama|Sci-Fi|Thriller,Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,2012,chase|future|surprise ending|time loop|time travel
Down to Earth ,Comedy|Fantasy,Chris Weitz,Chazz Palminteri,Mark Addy,Wanda Sykes,2001,angel|butler|heaven|manhattan new york city|reincarnation
Babe ,Comedy|Drama|Family,Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,1995,dog|farmer|pig|sheep|sheepdog
Hope Springs ,Comedy|Drama|Romance,David Frankel,Meryl Streep,Steve Carell,Jean Smart,2012,couple|intimacy|marriage|marriage counseling|middle age couple
Forgetting Sarah Marshall ,Comedy|Drama|Romance,Nicholas Stoller,Mila Kunis,Jack McBrayer,Maria Thayer,2008,breakup|hawaii|hotel|male full frontal nudity|resort
Friday Night Lights             ,Drama|Sport, ,Zach Gilford,Aimee Teegarden,Scott Porter, ,football|football coach|high school|small town|texas
Four Brothers ,Action|Crime|Drama|Mystery|Thriller,John Singleton,Josh Charles,Tony Nappo,Fionnula Flanagan,2005,bare butt|corrupt police|four brothers|funeral|murder
Baby Mama ,Comedy|Romance,Michael McCullers,Tina Fey,Amy Poehler,Romany Malco,2008,baby|book|cartoon on tv|female protagonist|male anorexia
Hope Floats ,Drama|Romance,Forest Whitaker,Bill Cobbs,Harry Connick Jr.,Gena Rowlands,1998,best friend|friend|mother daughter relationship|small town|texas
Bride Wars ,Comedy|Romance,Gary Winick,Anne Hathaway,Steve Howey,Candice Bergen,2009,best friend|dyed hair|fake tan|rivalry|wedding
Without a Paddle ,Adventure|Comedy|Mystery,Steven Brill,Antony Starr,Scott Adsit,Bonnie Somerville,2004,death|friend|hijacker|river|tree house
13 Going on 30 ,Comedy|Fantasy|Romance,Gary Winick,Jennifer Garner,Judy Greer,Christa B. Allen,2004,13 year old|13th birthday|30 year old|wish|year 1987
Midnight in Paris ,Comedy|Fantasy|Romance,Woody Allen,Kurt Fuller,Audrey Fleurot,Nina Arianda,2011,1920s|golden age|midnight|paris france|time travel romance
The Nut Job ,Adventure|Animation|Comedy|Family,Peter Lepeniotis,Liam Neeson,Brendan Fraser,Sarah Gadon,2014,bank robbery|heist|raccoon|rat|squirrel
Blow ,Biography|Crime|Drama,Ted Demme,Johnny Depp,Ethan Suplee,Jordi Mollà,2001,1960s|1970s|california|cocaine|wealth
Message in a Bottle ,Drama|Romance,Luis Mandoki,Robin Wright,John Savage,Raphael Sbarge,1999,beach|bottle|jogging|letter|love
Star Trek V: The Final Frontier ,Action|Adventure|Sci-Fi|Thriller,William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,1989,captain|half brother|klingon|planet|vulcan
Like Mike ,Comedy|Family|Fantasy|Sport,John Schultz,Brenda Song,Robert Forster,Anne Meara,2002,basketball|lightning|nba|orphanage|shoe
Naked Gun 33 1/3: The Final Insult ,Comedy|Crime,Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,1994,retirement|spoof|terrorist|transsexual|undercover
A View to a Kill ,Action|Adventure|Thriller,John Glen,Patrick Macnee,Alison Doody,Tanya Roberts,1985,computer|earthquake|microchip|official james bond series|silicon valley
The Curse of the Were-Rabbit ,Animation|Comedy|Family|Mystery|Sci-Fi,Steve Box,Mark Gatiss,Geraldine McEwan,Peter Sallis,2005,competition|giant vegetable|pest control|stop motion animation|vegetable
P.S. I Love You ,Drama|Romance,Richard LaGravenese,Gerard Butler,Harry Connick Jr.,Nellie McKay,2007,birthday|friendship|hairy chest|letter|widow
Racing Stripes ,Adventure|Comedy|Drama|Family|Sport,Frederik Du Chau,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,2005,farm|horse|kentucky|racehorse|zebra
Atonement ,Drama|Mystery|Romance|War,Joe Wright,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn,2007,death of sister|dying|loss of virginity|septicemia|sex
Letters to Juliet ,Comedy|Drama|Romance,Gary Winick,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,2010,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy
Black Rain ,Action|Crime|Thriller,Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,1989,counterfeit|detective|japan|police chase|yakuza
The Three Stooges ,Comedy,Bobby Farrelly,Kate Upton,Larry David,Sean Hayes,2012,mule|nun|orphanage|tennis court|the three stooges
Corpse Bride ,Animation|Drama|Family|Fantasy|Musical|Romance,Tim Burton,Johnny Depp,Christopher Lee,Joanna Lumley,2005,arranged marriage|bride|corpse|groom|woods
Glory Road ,Biography|Drama|Sport,James Gartner,Mehcad Brooks,Austin Nichols,Derek Luke,2006,coach|college basketball|national championship|ncaa|texas
Sicario ,Action|Crime|Drama|Mystery|Thriller,Denis Villeneuve,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,2015,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs
Southpaw ,Drama|Sport,Antoine Fuqua,Jake Gyllenhaal,50 Cent,Oona Laurence,2015,boxer|boxing training|death of wife|male in shower|rage
Drag Me to Hell ,Horror|Thriller,Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee,2009,evil|fight|hell|psychic|psychologist
The Age of Adaline ,Drama|Fantasy|Romance,Lee Toland Krieger,Harrison Ford,Michiel Huisman,Ellen Burstyn,2015,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california
Secondhand Lions ,Comedy|Drama|Family,Tim McCanlies,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,2003,africa|eyeglasses|money|texas|veteran
Step Up 3D ,Drama|Music|Romance,Jon M. Chu,Alyson Stoner,Stephen Boss,Facundo Lombard,2010,dance|dance crew|dancer|mortgage|new york city
Blue Crush ,Drama|Romance|Sport,John Stockwell,Faizon Love,Mika Boorem,Sanoe Lake,2002,bikini|female surfer|sister sister relationship|surfing contest|swimsuit
Stranger Than Fiction ,Comedy|Drama|Fantasy|Romance,Marc Forster,Will Ferrell,Christian Stolte,Danny Rhodes,2006,author|fate|novelist|professor|writer
30 Days of Night ,Horror,David Slade,Danny Huston,Mark Rendall,Megan Franich,2007,alaska|small town|snow|vampire|winter
The Cabin in the Woods ,Fantasy|Horror|Mystery|Thriller,Drew Goddard,Chris Hemsworth,Bradley Whitford,Kristen Connolly,2012,cabin in the woods|dark humor|hatchet|killed in an elevator|robot
Meet the Spartans ,Comedy,Jason Friedberg,Carmen Electra,Diedrich Bader,Method Man,2008,king|persian|spartan|training|xerxes
Midnight Run ,Action|Comedy|Crime|Thriller,Martin Brest,Robert De Niro,Yaphet Kotto,Philip Baker Hall,1988,accountant|bounty hunter|fbi|mafia|mob
The Running Man ,Action|Crime|Sci-Fi|Thriller,Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,1987,game of death|government conspiracy|latina|oppression|police
Little Shop of Horrors ,Comedy|Horror|Musical|Sci-Fi,Frank Oz,Bill Murray,Jim Belushi,Tisha Campbell-Martin,1986,eclipse|florist|nerd|plant|shop
Hanna ,Action|Drama|Thriller,Joe Wright,Jessica Barden,Vicky Krieps,John Macmillan,2011,assassin|female warrior|martial arts|playground|training
The Family             ,Drama|Mystery, ,Zach Gilford,Joan Allen,Liam James, ,family drama|lie|missing child|political campaign|secret
Mortal Kombat: Annihilation ,Action|Adventure|Fantasy|Sci-Fi|Thriller,John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou,1997,alternate reality|battle|martial arts|mortal kombat|warrior
Larry Crowne ,Comedy|Drama|Romance,Tom Hanks,Tom Hanks,Rob Riggle,Randall Park,2011,bus stop|college|community college|scooter|speech class
Carrie ,Drama|Fantasy|Horror,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,2013,outcast|prom|self injury|telekinesis|tragic event
Take the Lead ,Drama|Music,Liz Friedlander,Alfre Woodard,Yaya DaCosta,Jasika Nicole,2006,ballroom|dance|dance teacher|student|teacher
Entourage             ,Comedy|Drama, ,Debi Mazar,Kevin Connolly,Kevin Dillon, ,actor|fame|friendship between men|hollywood california|sitcom
Gridiron Gang ,Crime|Drama|Sport,Phil Joanou,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,2006,alliterative title|football|football coach|football practice|football team
What's the Worst That Could Happen? ,Comedy|Crime,Sam Weisman,Bernie Mac,Larry Miller,Richard Schiff,2001,businessman|ring|thief|vulgarity|washington d.c.
9,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Shane Acker,Martin Landau,Alan Oppenheimer,Tom Kane,2009,hope|key|machine|number|rag doll
Side Effects ,Crime|Drama|Thriller,Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,2013,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect
The Prince and Me ,Comedy|Family|Romance,Martha Coolidge,Devin Ratray,Miranda Richardson,Luke Mably,2004,denmark|king|love|prince|wisconsin
Winnie the Pooh ,Adventure|Animation|Comedy|Family|Musical,Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,2011,disney|owl|rabbit|sequel|tiger
Dumb and Dumberer: When Harry Met Lloyd ,Comedy,Troy Miller,Elden Henson,Mimi Rogers,Cheri Oteri,2003,1980s|buddy|high school|prequel to cult favorite|teenager
Bulworth ,Comedy|Drama|Romance,Warren Beatty,Warren Beatty,Kirk Baltz,Graham Beckel,1998,hip hop|liberal|politics|senator|truth
Get on Up ,Biography|Drama|Music,Tate Taylor,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,2014,1970s|1980s|african american|breaking the fourth wall|mother son relationship
One True Thing ,Drama,Carl Franklin,Meryl Streep,William Hurt,Tom Everett Scott,1998,cancer|job|love|new york|professor
Virtuosity ,Action|Crime|Sci-Fi|Thriller,Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,1995,android|ex cop|serial killer|virtual character come to life|virtual reality
